datetime,pm25
2010-01-01,129.0
2010-01-02,144.33333333333334
2010-01-03,78.375
2010-01-04,29.291666666666668
2010-01-05,43.541666666666664
2010-01-06,59.375
2010-01-07,72.45833333333333
2010-01-08,174.33333333333334
2010-01-09,84.75
2010-01-10,55.083333333333336
2010-01-11,19.916666666666668
2010-01-12,20.5
2010-01-13,42.708333333333336
2010-01-14,92.08333333333333
2010-01-15,49.833333333333336
2010-01-16,182.70833333333334
2010-01-17,210.0
2010-01-18,263.375
2010-01-19,341.0
2010-01-20,70.91666666666667
2010-01-21,27.75
2010-01-22,30.0
2010-01-23,21.708333333333332
2010-01-24,22.0
2010-01-25,22.0
2010-01-26,120.33333333333333
2010-01-27,110.70833333333333
2010-01-28,21.125
2010-01-29,25.625
2010-01-30,45.291666666666664
2010-01-31,38.416666666666664
2010-02-01,64.66666666666667
2010-02-02,65.91666666666667
2010-02-03,78.95833333333333
2010-02-04,56.208333333333336
2010-02-05,78.58333333333333
2010-02-06,76.66666666666667
2010-02-07,113.91666666666667
2010-02-08,180.95833333333334
2010-02-09,147.625
2010-02-10,12.208333333333334
2010-02-11,14.583333333333334
2010-02-12,26.875
2010-02-13,88.20833333333333
2010-02-14,127.16666666666667
2010-02-15,34.208333333333336
2010-02-16,96.125
2010-02-17,60.75
2010-02-18,84.20833333333333
2010-02-19,114.875
2010-02-20,180.83333333333334
2010-02-21,121.29166666666667
2010-02-22,91.83333333333333
2010-02-23,174.54166666666666
2010-02-24,272.75
2010-02-25,164.95833333333334
2010-02-26,69.29166666666667
2010-02-27,80.08333333333333
2010-02-28,81.20833333333333
2010-03-01,59.25
2010-03-02,90.41666666666667
2010-03-03,157.41666666666666
2010-03-04,192.33333333333334
2010-03-05,21.791666666666668
2010-03-06,51.833333333333336
2010-03-07,87.83333333333333
2010-03-08,45.375
2010-03-09,19.708333333333332
2010-03-10,61.875
2010-03-11,176.29166666666666
2010-03-12,43.625
2010-03-13,60.375
2010-03-14,86.625
2010-03-15,62.75
2010-03-16,64.875
2010-03-17,40.583333333333336
2010-03-18,164.75
2010-03-19,226.0
2010-03-20,206.79166666666666
2010-03-21,70.54166666666667
2010-03-22,154.54166666666666
2010-03-23,53.875
2010-03-24,61.916666666666664
2010-03-25,31.041666666666668
2010-03-26,69.5
2010-03-27,69.625
2010-03-28,73.91666666666667
2010-03-29,221.875
2010-03-30,231.33333333333334
2010-03-31,138.875
2010-04-01,27.291666666666668
2010-04-02,31.625
2010-04-03,106.875
2010-04-04,124.125
2010-04-05,128.04166666666666
2010-04-06,21.291666666666668
2010-04-07,94.75
2010-04-08,108.20833333333333
2010-04-09,83.45833333333333
2010-04-10,34.041666666666664
2010-04-11,70.75
2010-04-12,44.5
2010-04-13,23.958333333333332
2010-04-14,55.916666666666664
2010-04-15,177.58333333333334
2010-04-16,205.0
2010-04-17,152.375
2010-04-18,240.25
2010-04-19,199.5
2010-04-20,80.25
2010-04-21,39.0
2010-04-22,39.541666666666664
2010-04-23,33.5
2010-04-24,88.75
2010-04-25,83.83333333333333
2010-04-26,13.5
2010-04-27,25.125
2010-04-28,16.125
2010-04-29,19.041666666666668
2010-04-30,29.041666666666668
2010-05-01,69.91666666666667
2010-05-02,76.41666666666667
2010-05-03,113.29166666666667
2010-05-04,139.25
2010-05-05,119.25
2010-05-06,20.291666666666668
2010-05-07,96.5
2010-05-08,132.0
2010-05-09,79.58333333333333
2010-05-10,42.375
2010-05-11,17.666666666666668
2010-05-12,43.791666666666664
2010-05-13,67.66666666666667
2010-05-14,142.75
2010-05-15,177.08333333333334
2010-05-16,107.625
2010-05-17,70.79166666666667
2010-05-18,50.083333333333336
2010-05-19,34.416666666666664
2010-05-20,65.41666666666667
2010-05-21,113.875
2010-05-22,148.0
2010-05-23,123.20833333333333
2010-05-24,42.458333333333336
2010-05-25,34.333333333333336
2010-05-26,83.70833333333333
2010-05-27,84.83333333333333
2010-05-28,134.41666666666666
2010-05-29,137.58333333333334
2010-05-30,41.291666666666664
2010-05-31,89.08333333333333
2010-06-01,104.29166666666667
2010-06-02,104.54166666666667
2010-06-03,110.83333333333333
2010-06-04,77.875
2010-06-05,76.0
2010-06-06,76.0
2010-06-07,105.95833333333333
2010-06-08,188.58333333333334
2010-06-09,143.08333333333334
2010-06-10,51.791666666666664
2010-06-11,87.375
2010-06-12,106.5
2010-06-13,117.79166666666667
2010-06-14,87.58333333333333
2010-06-15,144.45833333333334
2010-06-16,90.91666666666667
2010-06-17,37.0
2010-06-18,68.29166666666667
2010-06-19,100.125
2010-06-20,76.625
2010-06-21,76.83333333333333
2010-06-22,133.29166666666666
2010-06-23,87.29166666666667
2010-06-24,79.33333333333333
2010-06-25,166.58333333333334
2010-06-26,169.33333333333334
2010-06-27,118.75
2010-06-28,156.95833333333334
2010-06-29,188.20833333333334
2010-06-30,178.375
2010-07-01,119.375
2010-07-02,27.041666666666668
2010-07-03,70.83333333333333
2010-07-04,92.875
2010-07-05,46.291666666666664
2010-07-06,24.958333333333332
2010-07-07,57.125
2010-07-08,46.333333333333336
2010-07-09,84.58333333333333
2010-07-10,82.79166666666667
2010-07-11,167.54166666666666
2010-07-12,122.0
2010-07-13,103.45833333333333
2010-07-14,131.20833333333334
2010-07-15,197.79166666666666
2010-07-16,195.95833333333334
2010-07-17,120.70833333333333
2010-07-18,153.04166666666666
2010-07-19,164.33333333333334
2010-07-20,42.5
2010-07-21,71.66666666666667
2010-07-22,168.54166666666666
2010-07-23,169.16666666666666
2010-07-24,97.45833333333333
2010-07-25,164.04166666666666
2010-07-26,211.58333333333334
2010-07-27,182.66666666666666
2010-07-28,177.04166666666666
2010-07-29,201.20833333333334
2010-07-30,212.375
2010-07-31,119.70833333333333
2010-08-01,43.25
2010-08-02,68.33333333333333
2010-08-03,151.33333333333334
